depth,age,upstream distance,,,,,surface elevation,,,,,thinning function,,,,,past accumulation rate,,,,
[m],[yr],[km],,,,,[m.a.s.l.],,,,,,,,,,[m/yr],,,,
,,flow line A,flow line B,flow line C,average,spread,flow line A,flow line B,flow line C,average,spread,flow line A,flow line B,flow line C,average,spread,flow line A,flow line B,flow line C,average,spread
1142,10226.175282392,173.362599815582,169.83765059892,190.133872802303,177.778041072268,12.3558317300346,2951.87664951424,2951.53647956489,2972.57325964312,2958.66212957408,13.9111300690376,0.455857264047403,0.410050217951876,0.446997097054516,0.437634859684599,0.0275846417327221,0.145346166688329,0.134060666193378,0.143017442369206,0.140808091750304,0.00674742555692648
1143,10238.3794186047,173.451260027319,169.929306901556,190.212396002689,177.864320977188,12.348075025501,2951.90406863689,2951.73968544042,2972.81296893868,2958.818907672,13.9940612666853,0.45578414448342,0.409796536074637,0.448939687900023,0.438173456152693,0.0283769200780566,0.146736111409108,0.135302693539905,0.144913572348132,0.142317459099049,0.00701476555914302
1144,10251.2373837209,173.539920239057,170.020963204192,190.290919203075,177.950600882108,12.3403183209674,2951.93148775955,2951.94289131595,2973.05267823425,2958.97568576992,14.0769924643319,0.455711024919436,0.409542854197397,0.450882278745531,0.438712052620788,0.0291691984233911,0.13836981512782,0.127550602771748,0.137153040127632,0.1343578193424,0.00680721657065173
1145,10264.9635553686,173.628580450794,170.112619506827,190.368640451682,178.036613469768,12.3320269819145,2951.9589068822,2952.14609719148,2973.29696620131,2959.13399009167,14.162976109647,0.455637905355452,0.409289172320157,0.452824869591038,0.439250649088882,0.0299614767687254,0.147426370335699,0.135858907609664,0.146668449097462,0.143317909014275,0.00745900140461103
1146,10276.3721611187,173.717240662531,170.204275809463,190.445345132081,178.122287201358,12.3230579307226,2951.98632600486,2952.34930306702,2973.54705817307,2959.29422908165,14.2528290914225,0.455564785791469,0.409035490442917,0.454767460436545,0.439789245556977,0.03075375511406,0.154464457988103,0.142302776075988,0.154238575598752,0.150335269887614,0.00803249381162649
1147,10288.7885598297,173.805900874268,170.295932112099,190.52204981248,178.207960932949,12.3140888795308,2952.01374512751,2952.55250894255,2973.79715014483,2959.45446807163,14.3426820731985,0.455491666227485,0.408781808565677,0.456710051282053,0.440327842025072,0.0315460334593944,0.142650773025337,0.131380488382716,0.142970682440718,0.13900064794959,0.00762015956687418
1148,10302.1556819217,173.894561086006,170.387588414735,190.598754492879,178.29363466454,12.3051198283389,2952.04116425017,2952.75571481808,2974.04724211658,2959.61470706161,14.4325350549733,0.455418546663501,0.408528126688437,0.45865264212756,0.440866438493166,0.0323383118047289,0.1446430841476,0.133176139955992,0.145507205003731,0.141108809702441,0.0079326697464491
1149,10314.243273937,173.983221297743,170.479244717371,190.675459173277,178.37930839613,12.296150777147,2952.06858337282,2952.95892069361,2974.29733408834,2959.77494605159,14.5223880367489,0.455345427099518,0.408274444811197,0.460595232973067,0.441405034961261,0.0331305901500634,0.152178490074992,0.140072893235089,0.153659581047597,0.148636988119226,0.00856409488413678
1150,10326.2856692764,174.071681074405,170.570420366929,190.752163853676,178.464755098337,12.2874087553394,2952.09057201348,2953.14577377572,2974.5474260601,2959.92792394977,14.6195021103305,0.455272307535534,0.408020762933958,0.462537823818575,0.441943631429355,0.0339228684953978,0.152271071869534,0.14011685615813,0.15432950128305,0.148905809770238,0.0087889536121081
1151,10338.3552992396,174.159832060359,170.66094171019,190.828868534075,178.549880768208,12.2789877658671,2952.10419444191,2953.31036602932,2974.79751803185,2960.07069283436,14.7268251974913,0.453700455777333,0.405975083760302,0.462965387837561,0.440880309125065,0.0349052253647635,0.141113075345817,0.129775715862685,0.143547560994003,0.138145450734168,0.00836973487148304
1152,10352.3751498887,174.247983046312,170.75146305345,190.905573214473,178.635006438079,12.2705667763948,2952.11781687033,2953.47495828293,2975.04761000361,2960.21346171896,14.8341482846522,0.452128604019132,0.403929404586646,0.463392951856547,0.439816986820775,0.0358875822341292,0.140325236565981,0.12897831874333,0.143270915868025,0.137524823725779,0.00854650498244911
1153,10364.5062241335,174.336134032266,170.841984396711,190.982277894872,178.72013210795,12.2621457869225,2952.13143929876,2953.63955053654,2975.29770197537,2960.35623060355,14.941471371814,0.450556752260931,0.401883725412989,0.463820515875533,0.438753664516484,0.036869939103495,0.143326939311366,0.131663394509894,0.146872495788102,0.140620943203121,0.00895754869322691
1154,10377.8276378997,174.42428501822,170.932505739971,191.058982575271,178.805257777821,12.2537247974503,2952.14506172718,2953.80414279014,2975.54779394712,2960.49899948815,15.0487944589758,0.44898490050273,0.399838046239333,0.464248079894519,0.437690342212194,0.0378522959728607,0.131479173468688,0.120712433363543,0.135224918720598,0.129138841850943,0.0084264084874003
1155,10392.1487637994,174.512436004173,171.023027083232,191.1349172207,178.890126769368,12.2447904513316,2952.1586841556,2953.96873504375,2975.80540088923,2960.64427336286,15.1611275263709,0.447413048744529,0.397792367065677,0.464675643913505,0.436627019907904,0.0388346528422264,0.127994666614665,0.1174481669336,0.132122108395401,0.125854980647889,0.00840681371428902
1156,10406.1095014191,174.600586990127,171.113548426492,191.209875756231,178.97467039095,12.2352053652805,2952.17230658403,2954.13332729735,2976.0725339402,2960.79272260719,15.2798113330055,0.445841196986327,0.395746687892021,0.465103207932491,0.435563697603613,0.0398170097115921,0.134925990060495,0.123740199100468,0.139784770176602,0.132816986445855,0.00907678734538704
1157,10418.9445940432,174.688737976081,171.204069769753,191.284834291761,179.059214012532,12.2256202792295,2952.18592901245,2954.29791955096,2976.33966699116,2960.94117185152,15.398495139641,0.444269345228126,0.393701008718365,0.465530771951478,0.434500375299323,0.0407993665809578,0.141157106999193,0.129383905674231,0.146772400320946,0.139104470998123,0.00972056532389187
1158,10431.6061450258,174.776888962035,171.294591113014,191.359792827292,179.143757634113,12.2160351931784,2952.19955144087,2954.46251180456,2976.60680004213,2961.08962109586,15.5171789462761,0.442697493469925,0.391655329544709,0.465958335970464,0.433437052995033,0.0417817234503235,0.139126909864744,0.127453694195064,0.14518675379814,0.137255785952649,0.00980209175758551
1159,10444.7480817465,174.865039947988,171.385112456274,191.434751362822,179.228301255695,12.2064501071274,2952.2131738693,2954.62710405817,2976.8739330931,2961.23807034019,15.6358627529112,0.441125641711724,0.389609650371053,0.46638589998945,0.432373730690742,0.0427640803196893,0.129988844902961,0.119017989592952,0.136142265128189,0.128383033208034,0.00936504361508191
1160,10459.1984102244,174.953185147991,171.471945552066,191.509709898353,179.311613532803,12.1980963655497,2952.22502456611,2954.71159962104,2977.14106614407,2961.35923011041,15.7818360336584,0.439553789953523,0.387563971197397,0.466813464008436,0.431310408386452,0.043746437189055,0.127489033828351,0.116666463877513,0.134007033202198,0.126054176969354,0.00938771309184092
1161,10472.7671314671,175.041321434144,171.55375788827,191.584668433883,179.393249252099,12.1914191817842,2952.23414572941,2954.6870606814,2977.40819919503,2961.44313520195,15.9650639930856,0.436921838464957,0.385598647966062,0.465524184270943,0.429348223567321,0.043749575601259,0.131171233683796,0.120214021119009,0.138190830969978,0.129858695257594,0.00964467413858564
1162,10486.2769203522,175.129457720297,171.635570224475,191.659626969414,179.474884971395,12.1847419980187,2952.2432668927,2954.66252174177,2977.675332246,2961.52704029349,16.1482919525122,0.434289886976391,0.383633324734726,0.464234904533451,0.427386038748189,0.0437527140134631,0.133157134569256,0.122213514568505,0.140599561793918,0.13199007031056,0.00977655574205457
1163,10499.3255715059,175.217594006451,171.717382560679,191.734585504945,179.556520690691,12.1780648142532,2952.25238805599,2954.63798280213,2977.94246529697,2961.61094538503,16.3315199119391,0.431657935487824,0.381668001503391,0.462945624795958,0.425423853929058,0.043755852425667,0.12714319026327,0.116864117365079,0.134550292445597,0.126185866691315,0.00932174932623672
1164,10514.0562853191,175.305730292604,171.799194896884,191.809544040475,179.638156409988,12.1713876304876,2952.26150921928,2954.61344386249,2978.20959834793,2961.69485047657,16.5147478713666,0.429025983999258,0.379702678272055,0.461656345058465,0.423461669109926,0.043758990837871,0.124878410534875,0.114948630402372,0.132447604648801,0.124091548528682,0.00914291812631047
1165,10527.4397115195,175.393866578757,171.881007233088,191.878223239755,179.7176990172,12.1605242225548,2952.27063038257,2954.58890492285,2978.32047262824,2961.72666931122,16.593803317018,0.426394032510692,0.37773735504072,0.460367065320972,0.421499484290795,0.043762129250075,0.128717979631322,0.11865311510789,0.136821525327415,0.128064206688876,0.00941109158098556
1166,10541.1481967034,175.48200286491,171.962819569292,191.938942641737,179.794588358646,12.1443542830902,2952.27975154586,2954.56436598321,2978.23327053697,2961.69246268868,16.5408078482871,0.423762081022126,0.375772031809384,0.45907778558348,0.419537299471663,0.0437652676622791,0.13070824632552,0.120659521351125,0.13924192027704,0.130203229317895,0.00954370796676997
1167,10554.0197708105,175.570139151064,172.044631905497,191.999662043719,179.871477700093,12.1281843436255,2952.28887270916,2954.53982704357,2978.1460684457,2961.65825606614,16.4878123795577,0.42113012953356,0.373806708578049,0.457788505845987,0.417575114652532,0.0437684060744831,0.132895982255084,0.122852609709089,0.141880946573329,0.132543179512501,0.00969056980341186
1168,10567.148577542,175.658275437217,172.126444241701,192.0603814457,179.94836704154,12.1120144041609,2952.29799387245,2954.51528810393,2978.05886635443,2961.6240494436,16.4348169108274,0.418498178044993,0.371841385346713,0.456499226108494,0.4156129298334,0.0437715444866871,0.129990063340389,0.120334986904868,0.139078842753539,0.129801297666265,0.00946631076139745
1169,10580.4800386454,175.74641172337,172.208256577906,192.121100847682,180.025256382986,12.0958444646963,2952.30711503574,2954.49074916429,2977.97166426316,2961.58984282107,16.3818214420971,0.415866226556427,0.369876062115378,0.455209946371002,0.413650745014269,0.0437746828988911,0.127861271518766,0.118529201192203,0.137095173658241,0.127828548789736,0.00929934759753326
1170,10593.9271088681,175.834450527213,172.293338174088,192.181820249664,180.103202983655,12.0786172660094,2952.31427486571,2954.53670009567,2977.88446217189,2961.57847904443,16.3059831274683,0.413234275067861,0.367910738884042,0.453920666633509,0.411688560195137,0.0437778213110951,0.124501517413753,0.115574219678176,0.133777674152344,0.124617803748091,0.00915987040425328
1171,10607.866177437,175.922339149597,172.382870168057,192.242539651646,180.182582989767,12.0599566618792,2952.31841306136,2954.67860790052,2977.79726008063,2961.59809368084,16.1991663997902,0.416108774706867,0.370836488954209,0.449202244286745,0.41204916931594,0.0412126803617312,0.123502482058766,0.11461569895586,0.13092285658037,0.123013679198332,0.00839798024247216
1172,10621.6624728422,176.010227771982,172.472402162027,192.303259053628,180.261962995879,12.0412960577489,2952.322551257,2954.82051570537,2977.71005798936,2961.61770831724,16.0923496721122,0.418983274345873,0.373762239024376,0.44448382193998,0.412409778436743,0.0386475394123672,0.127155517348624,0.117973534881793,0.132992494650213,0.126040515626877,0.00806698074508337
1173,10634.9469655575,176.098116394367,172.561934155997,192.36397845561,180.341343001991,12.0226354536187,2952.32668945265,2954.96242351023,2977.62285589809,2961.63732295365,15.9855329444329,0.421857773984879,0.376687989094543,0.439765399593216,0.412770387557546,0.0360823984630032,0.128236421417145,0.118943464648825,0.132335436048558,0.126505107371509,0.00756164272268422
1174,10648.6452125659,176.186005016751,172.651466149967,192.424697857592,180.420723008103,12.0039748494884,2952.33082764829,2955.10433131508,2977.53565380682,2961.65693759006,15.8787162167553,0.424732273623885,0.37961373916471,0.435046977246452,0.413130996678349,0.0335172575136391,0.12606881058358,0.116900264576639,0.128370528363372,0.123779867841197,0.00687960326455806
1175,10662.5255044814,176.273893639136,172.740998143937,192.490653762302,180.501848515125,11.9888052471774,2952.33496584394,2955.24623911993,2977.61744306206,2961.73288267531,15.8845603867497,0.427606773262892,0.382539489234877,0.430328554899688,0.413491605799152,0.0309521165642752,0.13601859539943,0.126090853357495,0.136668466335397,0.132925971697441,0.00683511833994582
1176,10674.4775550841,176.36178226152,172.830530137907,192.563247550159,180.585186649862,11.978060900297,2952.33910403958,2955.38814692478,2977.91344872641,2961.88023323026,16.0332154961499,0.430481272901898,0.385465239305044,0.425610132552923,0.413852214919955,0.0283869756149112,0.136876980090554,0.126850437853262,0.135716188408193,0.133147868784003,0.00629743093074128
1177,10688.3202333025,176.449670883905,172.920062131876,192.635841338016,180.668524784599,11.9673165534167,2952.34324223523,2955.53005472963,2978.20945439076,2962.02758378521,16.1818706055504,0.433355772540904,0.388390989375211,0.420891710206159,0.414212824040758,0.0258218346655472,0.127573802331926,0.118194724751597,0.124828050194426,0.123532192425983,0.00533746767438583
1178,10702.1443100212,176.53755950629,173.009594125846,192.708435125872,180.751862919336,11.9565722065363,2952.34738043087,2955.67196253449,2978.50546005511,2962.17493434016,16.3305257149517,0.43623027217991,0.391316739445378,0.416173287859395,0.414573433161561,0.0232566937161832,0.133898383550561,0.124018286918333,0.129298392279916,0.129071687582937,0.00505340066460357
1179,10714.8607843137,176.625448128674,173.099126119816,192.781028913729,180.835201054073,11.945827859656,2952.35151862652,2955.81387033934,2978.80146571946,2962.3222848951,16.4791808243528,0.439104771818916,0.394242489515545,0.411454865512631,0.414934042282364,0.0241707295365523,0.128409492681716,0.118899510863227,0.122376802521802,0.123228602022248,0.00518089065946735
1180,10730.1488743646,176.713287762852,173.18857266059,192.853622701586,180.918494375009,11.9351283265766,2952.35361972294,2955.95346918539,2979.09747138381,2962.46818676404,16.6292846197636,0.441979271457922,0.397168239585711,0.406736443165866,0.415294651403167,0.0266846200547555,0.117606802383906,0.108864591843452,0.110620368960434,0.112363921062598,0.00524288132130846
1181,10745.3363625348,176.801051925692,173.277902875127,192.926216489443,181.001723763421,11.924492726022,2952.3525824599,2956.08992487818,2979.39347704816,2962.61199479541,16.7814822527444,0.441754155072838,0.397007281323901,0.411095602753872,0.416619013050204,0.0251351420226344,0.129852460307039,0.120216371068507,0.123092299461431,0.124387043612326,0.00546541669471345
1182,10757.9729130756,176.888816088532,173.367233089664,192.998810277299,181.084953151832,11.9138571254674,2952.35154519687,2956.22638057097,2979.68948271251,2962.75580282678,16.9336798857254,0.441529038687754,0.39684632306209,0.415454762341878,0.417943374697241,0.0235856639905133,0.13504862604572,0.125043979495486,0.129024635139978,0.129705746893728,0.00534287915199162
1183,10771.9187568157,176.976580251373,173.456563304201,193.071404065156,181.168182540243,11.9032215249128,2952.35050793384,2956.36283626376,2979.98548837686,2962.89961085815,17.0858775187065,0.44130392230267,0.396685364800279,0.419813921929883,0.419267736344277,0.0225823715439982,0.125788215948134,0.116485460107399,0.121129040366725,0.121134238807419,0.0046539771407144
1184,10786.4433352907,177.064344414213,173.545893518738,193.143997853013,181.251411928655,11.8925859243582,2952.34947067081,2956.49929195655,2980.28149404121,2963.04341888952,17.2380751516868,0.441078805917585,0.396524406538468,0.424173081517889,0.420592097991314,0.0240676914528458,0.123896153107818,0.114748941941517,0.120258681236679,0.119634592095338,0.00488565015382155
1185,10800.8013405325,177.152108577053,173.635223733275,193.216125869168,181.334486059832,11.8816398093358,2952.34843340777,2956.63574764934,2980.57026619937,2963.18481575216,17.3854504472139,0.440853689532501,0.396363448276658,0.428532241105895,0.421916459638351,0.0255530113616934,0.123892946831048,0.114761579489766,0.121221684050181,0.119958736790332,0.00519715730056592
1186,10815.3149157882,177.239872739894,173.724553947812,193.287663464905,181.417363384204,11.8703000807016,2952.34739614474,2956.77220334212,2980.84986903762,2963.32315617483,17.5267128627945,0.440628573147417,0.396202490014847,0.4328914006939,0.423240821285388,0.0270383312705412,0.125171598803429,0.115961749868453,0.123463858438692,0.121532402370192,0.00557065250173823
1187,10829.3729262087,177.327636902734,173.813884162349,193.359201060642,181.500240708575,11.8589603520674,2952.34635888171,2956.90865903491,2981.12947187587,2963.4614965975,17.667975278375,0.440403456762333,0.396041531753036,0.437250560281906,0.424565182932425,0.0285236511793888,0.127338354121844,0.117985104166169,0.12662492000677,0.123982792764928,0.00599768859875848
1188,10843.3819847328,177.415401065574,173.903214376886,193.43073865638,181.583118032947,11.8476206234332,2952.34532161867,2957.0451147277,2981.40907471413,2963.59983702017,17.8092376939568,0.440178340377249,0.395880573491225,0.441609719869912,0.425889544579462,0.0300089710882365,0.133312098126417,0.12353683186819,0.133653830800091,0.130167586931566,0.00663075506337578
1189,10856.2223151731,177.503165228414,173.992544591423,193.502276252117,181.665995357318,11.836280894799,2952.34428435564,2957.18157042049,2981.68867755238,2963.73817744284,17.9505001095384,0.439953223992164,0.395719615229415,0.445968879457917,0.427213906226499,0.0314942909970842,0.134097256582301,0.124281274244778,0.135553281098961,0.131310603975347,0.00702932973056851
1190,10870.0493938033,177.590967848675,174.081811184673,193.573813847854,181.748864293734,11.8249495541203,2952.34175173965,2957.31599392258,2981.96828039063,2963.87534201762,18.0929383730057,0.43972810760708,0.395558656967604,0.450328039045923,0.428538267873536,0.0329796109059318,0.128253593885069,0.118881483837099,0.130726849569436,0.125953975763868,0.00707249192676858
1191,10884.0565829858,177.678829716518,174.170991171158,193.645351443592,181.831724110422,11.8136273331691,2952.33691537968,2957.44765103195,2982.24788322888,2964.01081654684,18.2370666820398,0.437778280379003,0.390244960881787,0.450886026813397,0.426303089358062,0.0360581284762751,0.128786982422706,0.11874742163214,0.131861220544623,0.126465208199823,0.00771778656768249
1192,10897.6765222087,177.766691584362,174.260171157642,193.716889039329,181.914583927111,11.8023051122178,2952.33207901971,2957.57930814132,2982.52748606713,2964.14629107605,18.381194991074,0.435828453150927,0.384931264795971,0.451444014580871,0.424067910842589,0.0391366460466186,0.125609349928134,0.11521512506103,0.129185029662044,0.123336501550403,0.00812137648937245
1193,10912.3159510697,177.854553452206,174.349351144127,193.788426635066,181.9974437438,11.7909828912665,2952.32724265974,2957.71096525069,2982.80708890538,2964.28176560527,18.5253233001077,0.43387862592285,0.379617568710154,0.452002002348344,0.421832732327116,0.0422151636169619,0.121200289520824,0.110599641417022,0.125208622542619,0.119002851160155,0.00840320974313299
1194,10926.8256383219,177.94241532005,174.438531130611,193.859964230803,182.080303560488,11.7796606703153,2952.32240629977,2957.84262236006,2983.08669174363,2964.41724013448,18.6694516091427,0.431928798694773,0.374303872624338,0.452559990115818,0.419597553811643,0.0452936811873053,0.117382440228418,0.106571834018499,0.121806193607961,0.115253489284959,0.00868165526646046
1195,10942.3430602584,178.030277187894,174.527711117096,193.928425252661,182.16213785255,11.7662874001109,2952.3175699398,2957.97427946943,2983.27059252004,2964.52081397642,18.7497785436189,0.429978971466696,0.368990176538521,0.453117977883292,0.41736237529617,0.0483721987576487,0.11822010074841,0.106793810359805,0.123222085745467,0.116078665617894,0.00928485525808878
1196,10956.5613004108,178.118139055737,174.616891103581,193.992986355248,182.242672171522,11.7503141837263,2952.31273357982,2958.1059365788,2983.33317967623,2964.58394994495,18.7492297312811,0.428029144238619,0.363676480452705,0.453675965650766,0.415127196780697,0.0514507163279921,0.118032854757183,0.106095957275718,0.123573829263877,0.115900880432259,0.00980492315654091
1197,10972.0195174497,178.206000923581,174.706071090065,194.057547457835,182.323206490494,11.7343409673415,2952.30789721985,2958.23759368817,2983.39576683243,2964.64708591348,18.7486809189448,0.426079317010543,0.358362784366888,0.45423395341824,0.412892018265223,0.0545292338983355,0.11666470407646,0.104352249235198,0.122683129637113,0.114566694316257,0.0102144450810592
1198,10986.4657793044,178.293862791425,174.79525107655,194.122108560423,182.403740809466,11.7183677509568,2952.30306085988,2958.36925079754,2983.45835398862,2964.71022188201,18.7481321066067,0.424129489782466,0.353049088281071,0.454791941185713,0.41065683974975,0.0576077514686788,0.12110385452435,0.107798191842639,0.127914724235584,0.118938923534191,0.0111407316915517
1199,11000.6989898533,178.381724659269,174.884431063034,194.18666966301,182.484275128438,11.702394534572,2952.29822449991,2958.5009079069,2983.52094114481,2964.77335785054,18.7475832942688,0.422179662554389,0.347735392195255,0.455349928953187,0.408421661234277,0.0606862690390222,0.119815897132871,0.106141068033219,0.127112922210036,0.117689962458709,0.0115488944254899
1200,11015.3604765994,178.469481484058,174.973571380679,194.251230765597,182.564761210111,11.6864695554854,2952.29147910311,2958.62853971992,2983.583528301,2964.83451570801,18.7490125929914,0.420229835326312,0.342421696109438,0.455907916720661,0.406186482718804,0.0637647866093656,0.120038834821524,0.105835205662891,0.127910214411229,0.117928084965215,0.0120928793023238
1201,11029.4481656409,178.557076479293,175.062657697688,194.315791868184,182.645175348388,11.6706165197958,2952.28179264005,2958.75069195344,2983.6461154572,2964.89286668356,18.7532487736336,0.424047742187147,0.350177750773754,0.454774145931941,0.409666546297614,0.0594887955238604,0.117714036462648,0.104332631204386,0.124347854326922,0.115464840664652,0.011132209460266
1202,11044.9253184485,178.644671474527,175.151744014697,194.380352970771,182.725589486665,11.6547634841061,2952.27210617699,2958.87284418696,2983.70870261339,2964.95121765911,18.7574849542755,0.427865649047983,0.357933805438069,0.453640375143221,0.413146609876424,0.0552128044383552,0.119794697481859,0.106747033361629,0.125446058553911,0.117329263132466,0.0105822297708375
1203,11058.7249018018,178.732266469761,175.240830331705,194.444914073358,182.806003624942,11.6389104484165,2952.26241971394,2958.99499642047,2983.77128976958,2965.00956863466,18.7617211349167,0.431683555908818,0.365689860102384,0.4525066043545,0.416626673455234,0.05093681335285,0.122427760190875,0.109690362731639,0.127084107101773,0.119734076674762,0.0100437139431234
1204,11073.7197744551,178.819861464996,175.329916648714,194.509475175945,182.886417763218,11.6230574127268,2952.25273325088,2959.11714865399,2983.83387692577,2965.06791961022,18.7659573155575,0.435501462769653,0.373445914766699,0.45137283356578,0.420106737034044,0.0466608222673449,0.116936208561137,0.10535454199049,0.120319085019169,0.114203278523598,0.00884873653310885
1205,11089.0264026403,178.90745646023,175.419002965723,194.576332999904,182.967597475286,11.6087355246186,2952.24304678783,2959.2393008875,2983.96689031186,2965.14974599573,18.8171443161292,0.439319369630488,0.381201969431015,0.45023906277706,0.423586800612854,0.0423848311818396,0.121696980333043,0.110267221737044,0.124114201332436,0.118692801134174,0.00842557939713009
1206,11103.0841594352,178.995051455464,175.508089282732,194.646102188352,183.049747642183,11.5963545461694,2952.23336032477,2959.36145312102,2984.18917722814,2965.26133022464,18.9278470034967,0.443137276491324,0.38895802409533,0.44910529198834,0.427066864191664,0.0381088400963344,0.123012497555273,0.112105349739379,0.12434513059941,0.119820992631354,0.00771564289197557
1207,11118.2662586422,179.082646450699,175.59717559974,194.7158713768,183.13189780908,11.5839735677201,2952.22367386172,2959.48360535454,2984.41146414442,2965.37291445356,19.038549690865,0.446955183352159,0.396714078759645,0.447971521199619,0.430546927770475,0.0338328490108292,0.120296318871958,0.110278150494824,0.120517796035682,0.117030755134155,0.00675260463933091
1208,11133.1491008349,179.170241445933,175.686261916749,194.785640565247,183.214047975977,11.5715925892708,2952.21398739866,2959.60575758805,2984.6337510607,2965.48449868247,19.149252378232,0.450773090212994,0.404470133423961,0.446837750410899,0.434026991349285,0.0295568579253241,0.122654851057492,0.113118331418044,0.121782252615271,0.119185145030269,0.00606681361222536
1209,11147.9553121141,179.257836441167,175.775348233758,194.855409753695,183.296198142873,11.5592116108216,2952.2043009356,2959.72790982157,2984.85603797699,2965.59608291139,19.2599550656003,0.454590997073829,0.412226188088276,0.445703979622179,0.437507054928095,0.0252808668398188,0.120138597699902,0.111479401525791,0.118212417869767,0.11661013903182,0.00513073750602896
1210,11163.7008335183,179.345393678889,175.864336110137,194.925178942143,183.37830291039,11.5468760317531,2952.1930392509,2959.84644416642,2985.07832489327,2965.70593610353,19.3723887897363,0.458408903934665,0.419982242752591,0.444570208833459,0.440987118506905,0.0210048757543136,0.121926242217143,0.113848526767333,0.118888414362546,0.118221061115674,0.00437253434834098
1211,11178.2869783389,179.432892747307,175.953189980665,194.99494813059,183.460343619521,11.5346045110696,2952.17935077635,2959.96005353014,2985.30061180955,2965.81333870535,19.4872731042005,0.452155656995588,0.398034043167686,0.448290569285981,0.432826756483085,0.0347927133153993,0.127519379972034,0.11605435514781,0.126626022779229,0.123399919299691,0.00734556415188074
1212,11192.3391593302,179.520391815724,176.042043851193,195.064717319038,183.542384328652,11.5223329903861,2952.1656623018,2960.07366289386,2985.52289872583,2965.92074130716,19.602157418666,0.445902410056511,0.37608584358278,0.452010929738503,0.424666394459265,0.0485805508764849,0.124235092011604,0.110333071243865,0.125619959969618,0.120062707741695,0.00972963649783029
1213,11207.3737238732,179.607890884142,176.130897721721,195.134486507486,183.624425037783,11.5100614697025,2952.15197382725,2960.18727225758,2985.74518564211,2966.02814390898,19.7170417331309,0.439649163117434,0.354137643997874,0.455731290191025,0.416506032435445,0.0623683884375704,0.11282803530116,0.0978897181687002,0.11616189368485,0.108959882384904,0.0110701642162034
1214,11224.0589755854,179.69538995256,176.21975159225,195.204255695933,183.706465746914,11.4977899490191,2952.13828535269,2960.3008816213,2985.96747255839,2966.1355465108,19.8319260475956,0.433395916178357,0.332189444412969,0.459451650643548,0.408345670411624,0.076156225998656,0.113006713582531,0.0958805830177988,0.118453909796146,0.109113735465492,0.013233152447693
1215,11238.7374518266,179.782889020977,176.308605462778,195.270997790308,183.787497424688,11.4835003656201,2952.12459687814,2960.41449098502,2986.09259530952,2966.21056105756,19.8820342519591,0.42714266923928,0.310241244828063,0.46317201109607,0.400185308387804,0.0899440635597416,0.119903654643771,0.0995821901971569,0.127951017770011,0.11581228753698,0.0162300973398228
1216,11253.1782160562,179.870388089395,176.397459333306,195.333902686886,183.867250036529,11.466652650357,2952.11090840359,2960.52810034874,2986.0945510525,2966.24451993494,19.8500311175529,0.420889422300203,0.288293045243157,0.466892371548592,0.392024946363984,0.103731901120827,0.117063813359124,0.0952539414277682,0.127165489601173,0.113161081462688,0.0179071400349203
1217,11268.2526750184,179.957887157812,176.486313203835,195.396807583464,183.94700264837,11.4498049350938,2952.09721992904,2960.64170971246,2986.09650679547,2966.27847881232,19.8180279831468,0.414636175361126,0.266344845658251,0.470612732001114,0.383864584340164,0.117519738681913,0.112700376758914,0.0899206162287924,0.124617132986996,0.109079375324901,0.0191587590961085
1218,11283.4956306708,180.04538622623,176.575167074363,195.459712480042,184.026755260212,11.4329572198307,2952.08353145448,2960.75531907618,2986.09846253845,2966.31243768971,19.7860248487413,0.40838292842205,0.244396646073346,0.474333092453637,0.375704222316344,0.131307576242998,0.111968893032041,0.0876686270107144,0.126016509033523,0.108551343025426,0.0208827160147118
1219,11298.4474836282,180.132885294647,176.664020944891,195.522617376621,184.106507872053,11.4161095045676,2952.06984297993,2960.86892843991,2986.10041828142,2966.34639656709,19.7540217143345,0.402129681482973,0.22244844648844,0.478053452906159,0.367543860292524,0.145095413804084,0.108084847075444,0.0831079581231895,0.123807164368963,0.104999989855865,0.0218920317326757
1220,11314.4833780393,180.223733497113,176.752774479821,195.585522273199,184.187343416711,11.3981788564879,2952.13853015812,2960.97854310568,2986.1023740244,2966.4064824294,19.6958915949963,0.395876434543896,0.200500246903534,0.481773813358681,0.359383498268704,0.158883251365169,0.105446775702215,0.0796784262363443,0.122924861277153,0.102683354405238,0.0230049281688932
1221,11329.857193224,180.3197413827,176.841391429307,195.648427169777,184.269853327262,11.3785738425155,2952.3341254442,2961.08271984513,2986.10432976737,2966.50705835223,19.5972714151371,0.378341022551174,0.202223036680329,0.476424058964218,0.352329372731907,0.150106336051578,0.103937366872428,0.0809920569024331,0.123408262573741,0.102779228782867,0.0217871718804341
1222,11345.4379993588,180.415749268288,176.930008378794,195.711332066355,184.352363237812,11.358968828543,2952.52972073028,2961.18689658458,2986.10628551035,2966.60763427507,19.4986512352769,0.360805610558452,0.203945826457123,0.471074304569755,0.34527524719511,0.141329420737987,0.100923047353619,0.0810365020092472,0.121963153220043,0.101307567527637,0.0206555856924068
1223,11360.8612060385,180.511757153875,177.01862532828,195.774236962933,184.434873148363,11.3393638145705,2952.72531601636,2961.29107332403,2986.10824125332,2966.7082101979,19.4000310554167,0.34327019856573,0.205668616233918,0.465724550175291,0.338221121658313,0.132552505424395,0.0969582181916408,0.0801622001620022,0.1191807547985,0.098767057717381,0.020413697081119
